NFT Name,Count,%Area,Perimeter,Major,Minor,Angle,Circularity,Integrated density,Skewness,Kurtosis
Fingerprint #8068,21,10.16410,690.29286,131.23800,31.80562,116.47935,0.33201,1138110.66667,-2.07763,3.51461
Fingerprint #8069,9,10.23630,1748.06983,147.90441,51.37709,98.00041,0.28337,2676356.77778,-1.75887,2.83750
Fingerprint #8070,21,10.14320,726.36656,140.19023,29.68467,108.24123,0.26647,1135934.28571,-1.92761,3.08721
Fingerprint #8071,15,10.15990,1015.44340,87.95424,40.25217,91.29468,0.40909,1592437.00000,-1.62918,2.25584
Fingerprint #8072,17,10.19720,911.09459,157.12217,40.81997,65.38572,0.15803,1411680.11765,-2.30759,4.20283
Fingerprint #8073,20,10.11820,813.36595,127.55869,33.89855,105.43785,0.30406,1189830.20000,-1.80938,2.79279
Fingerprint #8074,23,10.19730,652.90271,127.69763,30.22140,120.35942,0.31558,1042378.95652,-1.94417,3.14329
Fingerprint #8075,20,10.20040,749.62954,126.72827,32.61200,99.89635,0.31597,1200037.80000,-1.81700,2.81624
Fingerprint #8076,21,10.16270,700.01769,109.09064,35.01286,87.11624,0.33226,1138378.38095,-1.80894,2.68419
Fingerprint #8077,15,10.18850,924.72684,134.53960,41.68439,125.15560,0.23433,1597321.46667,-2.19041,3.68004
Fingerprint #8078,16,10.10950,909.18437,148.23750,43.19715,90.73705,0.18980,1486692.18750,-2.23337,3.93104
Fingerprint #8079,14,10.18990,1042.98599,145.73690,46.28670,85.35709,0.15956,1712998.07143,-2.15954,3.69692
Fingerprint #8080,17,10.17420,789.64561,163.01423,41.91064,120.34182,0.18175,1409308.58824,-2.33657,4.29159
Fingerprint #8081,12,10.23800,1247.36162,170.84701,42.86155,112.57337,0.29068,2009494.91667,-2.15497,3.85561
Fingerprint #8082,20,10.19030,732.02202,43.32770,23.11933,70.79108,0.58801,1199747.75000,-0.62782,-0.66133
Fingerprint #8083,19,10.14710,819.53594,129.31187,37.50290,135.01172,0.24457,1255603.89474,-1.93861,3.14235
Fingerprint #8084,18,10.16630,778.53592,91.15830,32.61051,84.90453,0.36150,1329053.33333,-1.47779,1.48113
Fingerprint #8085,18,10.22300,893.92378,138.56561,30.24147,125.95455,0.31405,1337120.77778,-1.82448,2.92580
Fingerprint #8086,17,10.16790,978.28195,167.43207,35.89582,125.68141,0.17866,1407465.47059,-2.21299,3.86368
Fingerprint #8087,15,10.12770,986.57293,114.94883,36.89626,86.05596,0.37984,1587834.80000,-1.64130,2.14905
Fingerprint #8088,21,10.12620,718.10515,134.64971,32.70530,115.71611,0.24204,1134385.00000,-2.03426,3.35840
Fingerprint #8089,19,10.08580,790.48912,119.62031,38.03390,95.43795,0.30335,1248541.47368,-1.85464,2.90932
Fingerprint #8090,15,10.17390,985.83881,89.94748,36.29358,110.65069,0.42341,1595741.40000,-1.21850,0.97812
Fingerprint #8091,18,10.15360,843.27276,114.40559,35.40569,95.49003,0.36126,1327712.05556,-1.72902,2.60428
Fingerprint #8092,9,10.19690,1650.00361,121.73358,44.95970,100.39131,0.34011,2665964.77778,-1.65498,2.32130
Fingerprint #8093,9,10.19690,1650.00361,121.73358,44.95970,100.39131,0.34011,2665964.77778,-1.65498,2.32130
Fingerprint #8094,13,10.21660,1143.73667,81.14734,41.22205,75.82985,0.29431,1850457.15385,-1.49537,1.36877
Fingerprint #8095,16,10.21920,1003.40978,182.48561,37.88877,138.64363,0.15419,1502740.12500,-2.34400,4.30725
Fingerprint #8096,18,10.15060,788.80456,119.82281,43.05220,87.37207,0.24762,1327733.44444,-1.89160,2.97387
Fingerprint #8097,18,10.20640,844.77034,136.58885,37.63665,123.71916,0.21232,1334742.11111,-2.18860,3.80668
Fingerprint #8098,15,10.17690,977.60534,131.56066,37.35021,89.80523,0.27634,1598046.26667,-2.08649,3.47372
Fingerprint #8099,20,10.16910,662.95297,130.69349,33.92491,128.00054,0.26533,1195857.10000,-2.13685,3.47130
Fingerprint #8100,12,10.15680,1270.05155,116.03377,49.44752,100.80826,0.27348,1991811.50000,-1.76459,2.50273
Fingerprint #8101,14,10.21520,998.49695,150.54774,46.67580,99.97102,0.15896,1717235.07143,-2.22758,3.98445
Fingerprint #8102,19,10.21820,723.76285,137.92891,34.19608,116.16532,0.28593,1265644.36842,-2.10732,3.55747
Fingerprint #8103,17,10.23350,926.61118,117.28290,33.79374,97.37305,0.36787,1417670.94118,-1.56838,2.23769
Fingerprint #8104,20,10.11270,761.18395,147.10021,31.76135,97.02763,0.24793,1188471.00000,-2.07352,3.43845
Fingerprint #8105,20,10.22340,709.03385,145.42563,32.05483,132.21514,0.25661,1203273.85000,-2.07378,3.52518
Fingerprint #8106,14,10.12910,1099.21401,125.44698,44.45490,73.39641,0.23732,1699934.21429,-1.76024,2.50588
Fingerprint #8107,18,10.22140,842.92895,182.60844,30.46491,127.55018,0.24139,1337230.83333,-1.94392,3.34198
Fingerprint #8108,10,10.27450,1527.26183,108.22371,45.43019,46.30075,0.38159,2420287.40000,-1.20150,1.22929
Fingerprint #8109,16,10.17000,862.14131,154.34326,36.81519,114.45760,0.25352,1495699.25000,-2.15664,3.57447
Fingerprint #8110,11,10.23350,1339.41456,110.51123,57.27972,96.32433,0.25345,2191895.00000,-1.64126,1.88900
Fingerprint #8111,10,10.18310,1485.93113,124.02822,46.36006,64.29678,0.19751,2399035.30000,-1.79874,2.36198
Fingerprint #8112,17,10.20280,905.89788,161.47221,39.29205,140.70570,0.16585,1411840.29412,-2.29247,4.12638
Fingerprint #8113,18,10.03310,879.09633,115.41346,37.47822,93.16837,0.27239,1310573.88889,-1.82117,2.72355
Fingerprint #8114,12,10.21830,1297.39578,125.15011,48.64053,94.71465,0.24099,2001827.00000,-1.82261,2.73821
Fingerprint #8115,18,10.20590,840.15933,119.62960,35.30071,83.55150,0.34500,1334033.72222,-1.65436,2.29039
Fingerprint #8116,16,10.21110,960.13589,96.98908,35.29168,104.00268,0.42062,1502279.75000,-1.28475,1.36112
Fingerprint #8117,14,10.14860,1064.70049,105.96018,37.07966,79.49114,0.34844,1703986.07143,-1.66496,2.33899
Fingerprint #8118,15,10.24850,979.24737,115.08838,44.75471,104.87670,0.30689,1610831.53333,-1.83925,2.86962
Fingerprint #8119,13,10.21620,1191.77961,158.88691,41.04486,90.22412,0.20046,1849177.30769,-2.20143,3.77078
Fingerprint #8120,21,10.10590,711.70804,170.08852,29.21640,113.92316,0.20425,1131775.95238,-2.14761,3.72708
Fingerprint #8121,21,10.11240,722.72154,139.89863,31.43063,124.12283,0.23317,1132649.28571,-2.20525,3.73710
Fingerprint #8122,10,10.23010,1342.93992,169.51410,52.99868,98.63666,0.17533,2409344.30000,-2.30338,4.13861
Fingerprint #8123,27,10.12710,540.88881,50.75698,21.97999,67.38436,0.52845,883139.18519,-0.80674,0.02066
Fingerprint #8124,11,10.16740,1367.16162,133.21527,49.92149,120.93962,0.25514,2175410.36364,-1.80589,2.64514
Fingerprint #8125,19,10.17590,858.90651,179.29486,31.50655,132.19853,0.15364,1259054.78947,-2.21781,3.84610
Fingerprint #8126,8,10.21230,1876.55267,122.71450,52.56280,73.94232,0.35547,3002962.87500,-1.53105,1.82881
Fingerprint #8127,20,10.11650,729.44750,155.24908,36.19155,118.87871,0.20659,1189882.55000,-2.30343,4.14981
Fingerprint #8128,18,10.18170,846.25498,135.68534,28.75951,88.63514,0.31576,1330657.22222,-1.73924,2.55657
Fingerprint #8129,8,10.26610,1902.50270,140.91305,54.53873,38.20268,0.18274,3020392.50000,-1.65010,1.95222
Fingerprint #8130,19,10.13730,798.07774,124.05679,35.93173,89.94200,0.27078,1253963.52632,-1.80958,2.72904
Fingerprint #8131,16,10.19950,913.39688,148.29099,41.87962,116.54225,0.21559,1500013.18750,-2.17333,3.70695
Fingerprint #8132,21,10.12620,718.10515,134.64971,32.70530,115.71611,0.24204,1134385.00000,-2.03426,3.35840
Fingerprint #8133,12,10.21580,1348.37099,173.28903,48.05510,134.34315,0.16476,2004912.91667,-2.05737,3.52397
Fingerprint #8134,12,10.24240,1171.53788,163.74415,46.32922,99.11709,0.21345,2010803.25000,-2.06776,3.48344
Fingerprint #8135,16,10.17380,921.39757,169.66034,37.31404,109.43343,0.15253,1495954.93750,-2.15250,3.67666
Fingerprint #8136,15,10.20070,984.13668,83.42543,33.49530,64.82091,0.42635,1601464.60000,-1.16416,0.87879
Fingerprint #8137,17,10.17420,789.64561,163.01423,41.91064,120.34182,0.18175,1409308.58824,-2.33657,4.29159
Fingerprint #8138,18,10.16920,869.22657,116.30735,36.41839,114.16296,0.26268,1328932.61111,-1.82784,2.66712
Fingerprint #8139,22,10.15640,674.17724,155.63237,29.65212,143.55742,0.21462,1086744.50000,-2.12177,3.59468
Fingerprint #8140,14,10.18470,1120.11747,140.44249,43.29524,110.18917,0.22512,1711634.42857,-2.14647,3.73881
Fingerprint #8141,9,10.17620,1609.60225,133.66384,58.15265,112.83959,0.23986,2659700.11111,-1.85516,3.02215
Fingerprint #8142,13,10.15590,1019.96110,149.16614,47.23557,97.67220,0.24170,1839310.30769,-2.12470,3.56019
Fingerprint #8143,17,10.14750,910.84894,133.75846,38.94513,112.38470,0.26542,1403818.64706,-2.02525,3.40400
Fingerprint #8144,12,10.15680,1270.05155,116.03377,49.44752,100.80826,0.27348,1991811.50000,-1.76459,2.50273
Fingerprint #8145,16,10.10200,873.48356,137.46928,45.28248,113.05797,0.20204,1484342.37500,-2.25576,3.90572
Fingerprint #8146,18,10.12450,889.23583,140.62050,33.89526,114.11953,0.27278,1322785.44444,-2.00708,3.33180
Fingerprint #8147,20,10.19030,732.02202,43.32770,23.11933,70.79108,0.58801,1199747.75000,-0.62782,-0.66133
Fingerprint #8148,20,10.11270,761.18395,147.10021,31.76135,97.02763,0.24793,1188471.00000,-2.07352,3.43845
Fingerprint #8149,20,10.14520,723.70032,144.63215,28.58986,132.33100,0.22672,1194059.30000,-1.96858,3.25344
Fingerprint #8150,24,10.05260,596.72199,127.97551,30.35767,114.11239,0.27563,984791.16667,-1.97457,3.02489
Fingerprint #8151,16,10.21050,1088.93505,186.71344,34.60090,138.23878,0.14766,1502575.62500,-2.21013,3.82683
Fingerprint #8152,17,10.10910,850.75426,126.92681,39.22278,100.76827,0.28012,1397731.94118,-1.96932,3.13044
Fingerprint #8153,15,10.21180,981.14884,155.81316,46.05525,123.73038,0.17561,1601614.00000,-2.37703,4.48491
Fingerprint #8154,17,10.15780,866.41297,158.18118,35.91153,110.30459,0.20459,1404945.52941,-2.19007,3.71981
Fingerprint #8155,15,10.17000,1071.89685,126.92850,43.94108,100.58045,0.26585,1594151.13333,-1.93882,3.12861
Fingerprint #8156,17,10.20280,905.89788,161.47221,39.29205,140.70570,0.16585,1411840.29412,-2.29247,4.12638
Fingerprint #8157,12,10.15680,1270.05155,116.03377,49.44752,100.80826,0.27348,1991811.50000,-1.76459,2.50273
Fingerprint #8158,15,10.18200,1015.24799,142.44419,44.94247,104.05230,0.17474,1598899.80000,-2.18116,3.74981
Fingerprint #8159,23,10.14870,567.56159,113.30809,31.01605,84.95998,0.32528,1038162.21739,-1.84798,2.77928
Fingerprint #8160,16,10.21110,960.13589,96.98908,35.29168,104.00268,0.42062,1502279.75000,-1.28475,1.36112
Fingerprint #8161,23,10.19570,622.63363,118.11653,28.82971,106.04910,0.35169,1043483.34783,-1.93992,3.05174
Fingerprint #8162,14,10.21120,1055.78129,163.02838,46.06258,116.58274,0.17184,1716854.14286,-2.28541,4.06817
Fingerprint #8163,15,10.20230,1038.18641,148.00498,41.89786,102.04902,0.17387,1600057.40000,-2.19270,3.70067
Fingerprint #8164,17,10.06620,889.04909,117.24774,38.87426,105.95391,0.24372,1391915.88235,-1.84976,2.85397
Fingerprint #8165,18,10.17630,758.47929,152.82960,40.94116,111.24230,0.18176,1329476.61111,-2.28348,4.08175
Fingerprint #8166,17,10.25690,860.82951,116.10789,34.15147,111.00002,0.28624,1421320.17647,-1.64495,2.31783
Fingerprint #8167,16,10.23540,881.02428,77.02333,35.13387,103.31900,0.44794,1506898.56250,-1.12131,0.90871
Fingerprint #8168,11,10.16740,1367.16162,133.21527,49.92149,120.93962,0.25514,2175410.36364,-1.80589,2.64514
Fingerprint #8169,14,10.18390,1038.56927,113.68922,34.67476,79.42284,0.36448,1712999.00000,-1.61669,2.00071
Fingerprint #8170,15,10.15060,1019.56426,153.35312,43.74454,137.09614,0.22221,1591758.33333,-2.00234,3.38293
Fingerprint #8171,17,10.21020,879.78257,144.53196,37.26386,124.77187,0.24800,1414331.82353,-2.07412,3.51306
Fingerprint #8172,18,10.18170,846.25498,135.68534,28.75951,88.63514,0.31576,1330657.22222,-1.73924,2.55657
Fingerprint #8173,23,10.09540,661.23460,135.85307,31.36870,95.74477,0.26522,1030983.91304,-2.01641,3.27138
Fingerprint #8174,28,10.21350,512.48654,72.43887,23.33336,98.31353,0.47440,859407.14286,-1.38550,1.32542
Fingerprint #8175,22,10.04740,666.32452,134.07260,31.05864,98.15747,0.23575,1071732.81818,-2.06039,3.41689
Fingerprint #8176,21,10.09420,746.70764,182.81494,27.48217,122.85090,0.17553,1130261.38095,-2.12706,3.61755
Fingerprint #8177,22,10.16610,730.12701,149.36436,27.94091,130.69602,0.24808,1087428.72727,-2.05727,3.47665
Fingerprint #8178,22,10.09550,700.80987,114.23589,31.07590,109.63193,0.27844,1078592.68182,-1.82356,2.70889
Fingerprint #8179,10,10.23010,1342.93992,169.51410,52.99868,98.63666,0.17533,2409344.30000,-2.30338,4.13861
Fingerprint #8180,15,10.19990,1001.29549,120.90891,41.48401,92.42399,0.26314,1600083.06667,-1.99561,3.23432
Fingerprint #8181,16,10.16810,1010.92458,116.37465,35.41629,108.76096,0.21881,1495675.75000,-1.71257,2.25578
Fingerprint #8182,8,10.22480,1878.01704,129.92408,49.47442,94.78006,0.28356,3006655.87500,-1.60025,2.11023
Fingerprint #8183,11,10.19220,1373.07106,136.78625,51.90919,83.56107,0.16978,2179911.18182,-1.88618,2.92251
Fingerprint #8184,16,10.23600,958.57543,158.27570,41.79453,124.08655,0.15376,1505064.00000,-2.23543,3.94319
Fingerprint #8185,15,10.15330,1113.21908,158.55579,42.96941,106.14079,0.15969,1592303.66667,-2.11286,3.71638
Fingerprint #8186,16,10.15870,945.79421,156.32226,41.47035,122.50347,0.20111,1492802.75000,-2.19903,3.82044
Fingerprint #8187,20,10.10110,728.46674,94.18645,36.20396,102.73113,0.29845,1188790.40000,-1.63261,2.11085
Fingerprint #8188,18,10.21830,826.51877,74.21141,39.53512,74.38822,0.44113,1337320.11111,-1.47511,1.68739
Fingerprint #8189,16,10.10200,873.48356,137.46928,45.28248,113.05797,0.20204,1484342.37500,-2.25576,3.90572
Fingerprint #8190,12,10.21580,1348.37099,173.28903,48.05510,134.34315,0.16476,2004912.91667,-2.05737,3.52397
Fingerprint #8191,19,10.16010,779.29381,106.19565,32.26216,108.30298,0.30790,1257572.63158,-1.71768,2.22112
Fingerprint #8192,15,10.17100,986.72540,142.09456,48.18103,126.98285,0.20105,1593767.33333,-2.09515,3.63262
Fingerprint #8193,20,10.15890,744.76944,151.75988,33.17343,127.32823,0.24318,1195149.75000,-2.13057,3.63761
Fingerprint #8194,26,10.14440,610.25256,129.49300,27.01040,126.59207,0.29764,917504.73077,-1.91764,2.98260
Fingerprint #8195,14,10.12910,1099.21401,125.44698,44.45490,73.39641,0.23732,1699934.21429,-1.76024,2.50588
Fingerprint #8196,15,10.17420,1073.16223,117.24919,39.39862,110.45476,0.30797,1596565.20000,-1.62099,2.23184
Fingerprint #8197,15,10.21180,981.14884,155.81316,46.05525,123.73038,0.17561,1601614.00000,-2.37703,4.48491
Fingerprint #8198,21,10.08530,709.41098,108.58605,36.24265,107.98065,0.27488,1128701.85714,-1.86418,2.76810
Fingerprint #8199,13,10.26820,1096.44537,143.05714,43.86278,116.12951,0.16820,1859728.92308,-1.85069,2.70010
Fingerprint #8200,10,10.16300,1466.89329,144.02654,52.44190,83.12957,0.19853,2392064.30000,-2.00287,3.18177
Fingerprint #8201,12,10.15680,1270.05155,116.03377,49.44752,100.80826,0.27348,1991811.50000,-1.76459,2.50273
Fingerprint #8202,18,10.15960,903.63646,171.24722,31.27215,131.08757,0.22805,1327660.27778,-2.09461,3.65102
Fingerprint #8203,20,10.20470,720.35308,121.28471,29.98372,98.28202,0.33989,1200092.20000,-1.84804,2.66877
Fingerprint #8204,19,10.12700,716.74031,127.57259,32.58043,98.29017,0.25343,1251746.63158,-2.05177,3.16487
Fingerprint #8205,16,10.18320,973.86364,150.62825,34.08844,115.20956,0.26674,1497693.68750,-1.82764,2.73210
Fingerprint #8206,22,10.11940,666.33576,128.57246,31.82139,125.29749,0.24984,1082217.04545,-2.10830,3.49350
Fingerprint #8207,16,10.18690,938.40109,126.94616,38.81143,118.08010,0.30845,1497809.43750,-1.87958,2.88103
Fingerprint #8208,12,10.13420,1216.78543,94.69966,36.16816,98.61485,0.43276,1987434.58333,-1.48513,1.44220
Fingerprint #8209,15,10.21180,981.14884,155.81316,46.05525,123.73038,0.17561,1601614.00000,-2.37703,4.48491
Fingerprint #8210,12,10.19380,1243.64449,85.70287,36.42648,64.05051,0.55922,1999213.83333,-1.03433,0.71016
Fingerprint #8211,20,10.13000,732.82138,64.85795,27.51664,79.33076,0.46412,1191849.05000,-1.15716,0.72133
Fingerprint #8212,26,10.08910,569.43104,74.07877,24.68870,65.83519,0.51555,913184.00000,-1.00802,0.69743
Fingerprint #8213,14,10.18390,1038.56927,113.68922,34.67476,79.42284,0.36448,1712999.00000,-1.61669,2.00071
Fingerprint #8214,24,10.11620,642.06279,166.97319,27.09356,124.53605,0.21367,991145.70833,-2.12688,3.64244
Fingerprint #8215,19,10.10390,756.02234,110.38705,37.33945,100.10808,0.29471,1250106.21053,-1.78967,2.56625
Fingerprint #8216,23,10.14870,567.56159,113.30809,31.01605,84.95998,0.32528,1038162.21739,-1.84798,2.77928
Fingerprint #8217,16,10.21390,960.24843,154.05203,36.24287,125.12754,0.18004,1502358.75000,-2.17817,3.76325
Fingerprint #8218,10,10.24620,1472.37929,95.72468,52.83340,91.26910,0.35914,2413203.10000,-1.23225,1.04607
Fingerprint #8219,19,10.13730,798.07774,124.05679,35.93173,89.94200,0.27078,1253963.52632,-1.80958,2.72904
Fingerprint #8220,21,10.09270,699.78912,124.85598,31.43464,109.82004,0.27157,1130069.04762,-2.06084,3.32883
Fingerprint #8221,16,10.10200,873.48356,137.46928,45.28248,113.05797,0.20204,1484342.37500,-2.25576,3.90572
Fingerprint #8222,24,10.10780,572.60317,125.94023,27.62806,126.92697,0.31634,989963.75000,-1.96080,3.01542
Fingerprint #8223,9,10.22810,1685.13656,104.96315,47.71072,103.85338,0.32811,2670503.11111,-1.44874,1.43935
Fingerprint #8224,21,10.16880,734.93001,123.93871,31.26631,111.33748,0.27121,1139505.19048,-1.90086,2.98979
Fingerprint #8225,16,10.16810,1010.92458,116.37465,35.41629,108.76096,0.21881,1495675.75000,-1.71257,2.25578
Fingerprint #8226,14,10.19130,1071.87035,123.85669,47.96510,75.03546,0.18929,1711641.28571,-1.96280,3.22964
Fingerprint #8227,15,10.15060,1019.56426,153.35312,43.74454,137.09614,0.22221,1591758.33333,-2.00234,3.38293
Fingerprint #8228,15,10.19830,1029.68907,93.75988,45.30531,92.23029,0.31704,1599467.20000,-1.70522,2.60420
Fingerprint #8229,17,10.22240,850.74184,113.70739,34.39986,75.40662,0.35420,1416181.64706,-1.59595,2.18811
Fingerprint #8230,19,10.15160,793.02987,118.46965,37.02995,100.69333,0.26524,1256660.84211,-1.98183,3.17508
Fingerprint #8231,19,10.08670,843.62651,130.77199,36.14641,89.49493,0.24578,1248598.63158,-2.17991,3.70653
Fingerprint #8232,19,10.15350,703.54010,131.71597,37.68777,109.34313,0.24374,1257673.57895,-2.16644,3.68516
Fingerprint #8233,18,10.19400,723.92755,109.45939,34.70775,94.00846,0.36004,1333317.44444,-1.81076,2.69390
Fingerprint #8234,17,10.13640,875.99235,123.84997,34.78077,108.68601,0.28731,1402912.35294,-1.88111,2.95081
Fingerprint #8235,19,10.08580,790.48912,119.62031,38.03390,95.43795,0.30335,1248541.47368,-1.85464,2.90932
Fingerprint #8236,22,10.13980,699.07235,144.26932,29.74681,135.13091,0.25628,1084030.31818,-1.99742,3.20036
Fingerprint #8237,20,10.15890,744.76944,151.75988,33.17343,127.32823,0.24318,1195149.75000,-2.13057,3.63761
Fingerprint #8238,18,10.20370,829.68083,145.10438,35.57496,117.80192,0.22274,1334216.38889,-2.16610,3.63085
Fingerprint #8239,20,10.11700,675.35130,119.51904,35.23587,108.37108,0.32022,1189109.30000,-1.75456,2.50080
Fingerprint #8240,12,10.15670,1249.22487,127.04880,52.15113,99.58531,0.17970,1990926.00000,-1.78383,2.54275
Fingerprint #8241,21,10.16630,711.65012,134.43005,30.88409,117.72250,0.27418,1138300.00000,-2.03052,3.28414
Fingerprint #8242,17,10.21440,910.24402,167.52581,34.57947,120.16759,0.20519,1414461.88235,-1.95669,3.30798
Fingerprint #8243,20,10.13000,732.82138,64.85795,27.51664,79.33076,0.46412,1191849.05000,-1.15716,0.72133
Fingerprint #8244,23,10.12110,647.79555,119.17523,31.94839,102.02131,0.26692,1035013.78261,-1.86485,2.88243
Fingerprint #8245,17,10.20280,905.89788,161.47221,39.29205,140.70570,0.16585,1411840.29412,-2.29247,4.12638
Fingerprint #8246,18,10.20170,797.31138,105.33344,35.30881,79.44432,0.37816,1334244.72222,-1.39231,1.68234
Fingerprint #8247,16,10.21420,943.43896,116.30845,43.01178,102.43898,0.33243,1502247.56250,-1.68895,2.48664
Fingerprint #8248,11,10.27860,1366.44020,146.59882,45.24537,138.98220,0.31422,2198373.00000,-2.05268,3.39887
Fingerprint #8249,21,10.17930,657.61644,137.56056,34.01432,124.76600,0.23831,1140663.95238,-1.99841,3.29088
Fingerprint #8250,20,10.11820,813.36595,127.55869,33.89855,105.43785,0.30406,1189830.20000,-1.80938,2.79279
Fingerprint #8251,18,10.16190,786.91996,134.90587,44.12736,99.15027,0.21471,1327918.88889,-2.10431,3.54577
Fingerprint #8252,17,10.16500,844.06771,141.70514,33.93093,98.09331,0.27457,1406866.29412,-1.99583,3.21040
Fingerprint #8253,15,10.15990,1015.44340,87.95424,40.25217,91.29468,0.40909,1592437.00000,-1.62918,2.25584
Fingerprint #8254,15,10.21180,981.14884,155.81316,46.05525,123.73038,0.17561,1601614.00000,-2.37703,4.48491
Fingerprint #8255,18,10.16630,778.53592,91.15830,32.61051,84.90453,0.36150,1329053.33333,-1.47779,1.48113
Fingerprint #8256,18,10.14470,771.53058,142.44513,39.44433,115.23509,0.25455,1326310.33333,-2.33075,4.24028
Fingerprint #8257,11,10.16740,1367.16162,133.21527,49.92149,120.93962,0.25514,2175410.36364,-1.80589,2.64514
Fingerprint #8258,13,10.15520,1171.39054,111.62105,46.85636,85.26872,0.18517,1836777.07692,-1.87736,2.65201
Fingerprint #8259,12,10.14690,1266.28663,145.83830,57.34813,118.14935,0.16007,1989275.16667,-2.23890,3.88122
Fingerprint #8260,12,10.19080,1210.56448,123.71936,54.89932,59.99063,0.30347,2000819.00000,-1.53981,2.22634
Fingerprint #8261,16,10.21390,960.24843,154.05203,36.24287,125.12754,0.18004,1502358.75000,-2.17817,3.76325
Fingerprint #8262,18,10.12570,778.72869,156.16197,32.01206,91.00567,0.25809,1323368.88889,-2.16811,3.64176
Fingerprint #8263,17,10.18360,868.72044,132.54965,40.11283,100.04280,0.28836,1407922.23529,-1.95613,3.13697
Fingerprint #8264,9,10.24070,1676.65718,114.34392,59.43586,79.33064,0.26853,2676123.55556,-1.40334,1.73366
Fingerprint #8265,21,10.12620,718.10515,134.64971,32.70530,115.71611,0.24204,1134385.00000,-2.03426,3.35840
Fingerprint #8266,19,10.10730,774.61439,159.50694,32.03762,120.66691,0.24534,1251337.05263,-2.17609,3.80215
Fingerprint #8267,13,10.09740,1108.03155,122.55959,55.87876,114.72702,0.18097,1826193.38462,-2.21076,3.74090
Fingerprint #8268,23,10.17920,681.05120,144.59339,29.33706,110.21012,0.25397,1041459.95652,-1.94351,3.22007
Fingerprint #8269,17,10.09440,887.96878,171.74668,33.36103,130.97022,0.17840,1397123.17647,-2.23470,3.90014
Fingerprint #8270,15,10.17980,995.69501,146.47097,38.38709,117.32044,0.24842,1596991.00000,-2.06957,3.47832
Fingerprint #8271,8,10.22480,1878.01704,129.92408,49.47442,94.78006,0.28356,3006655.87500,-1.60025,2.11023
Fingerprint #8272,16,10.21920,1003.40978,182.48561,37.88877,138.64363,0.15419,1502740.12500,-2.34400,4.30725
Fingerprint #8273,17,10.22240,850.74184,113.70739,34.39986,75.40662,0.35420,1416181.64706,-1.59595,2.18811
Fingerprint #8274,7,10.22510,2144.30859,162.45384,67.16582,84.75341,0.21560,3443778.71429,-1.92993,3.13530
Fingerprint #8275,15,10.21830,1031.86375,144.98120,43.06964,100.61860,0.22150,1604402.00000,-2.29498,4.21130
Fingerprint #8276,19,10.13730,798.07774,124.05679,35.93173,89.94200,0.27078,1253963.52632,-1.80958,2.72904
Fingerprint #8277,17,10.16490,876.30512,130.72605,32.40319,108.53730,0.28392,1407519.05882,-1.92299,2.82718
Fingerprint #8278,15,10.15870,952.42410,135.67907,44.56700,84.33136,0.23669,1591493.66667,-1.99070,3.15308
Fingerprint #8279,24,10.10780,572.60317,125.94023,27.62806,126.92697,0.31634,989963.75000,-1.96080,3.01542
Fingerprint #8280,20,10.21820,723.90163,131.81077,34.25746,102.27250,0.27735,1202034.05000,-2.14677,3.52777
Fingerprint #8281,21,10.17930,657.61644,137.56056,34.01432,124.76600,0.23831,1140663.95238,-1.99841,3.29088
Fingerprint #8282,18,10.14990,797.17185,137.74498,32.06944,111.94830,0.27144,1326632.16667,-1.90321,2.82592
Fingerprint #8283,16,10.21520,904.03299,150.59381,40.42037,116.42543,0.21964,1501959.25000,-2.07290,3.51694
Fingerprint #8284,14,10.26390,978.38045,179.75321,41.14020,131.91568,0.17639,1725196.57143,-2.23857,3.92323
Fingerprint #8285,12,10.21780,1237.53933,104.90142,41.58540,75.37180,0.25359,2003265.66667,-1.37690,1.13356
Fingerprint #8286,23,10.05330,636.14241,166.52777,27.56187,141.95355,0.21378,1027498.26087,-2.27748,4.04117
Fingerprint #8287,11,10.23350,1339.41456,110.51123,57.27972,96.32433,0.25345,2191895.00000,-1.64126,1.88900
Fingerprint #8288,16,10.18690,938.40109,126.94616,38.81143,118.08010,0.30845,1497809.43750,-1.87958,2.88103
Fingerprint #8289,14,10.19710,1046.18418,166.63792,45.75075,99.30211,0.16853,1714118.00000,-2.07542,3.70187
Fingerprint #8290,20,10.19190,743.69358,139.53168,34.85408,105.35983,0.29030,1199102.45000,-1.95769,3.21985
Fingerprint #8291,19,10.15190,806.38936,140.84977,36.93622,103.37539,0.26106,1256176.47368,-2.07863,3.56418
Fingerprint #8292,20,10.20470,720.35308,121.28471,29.98372,98.28202,0.33989,1200092.20000,-1.84804,2.66877
Fingerprint #8293,15,10.17640,985.75724,80.08734,36.07296,111.72540,0.35008,1595739.33333,-1.24341,0.96806
Fingerprint #8294,23,10.19570,622.63363,118.11653,28.82971,106.04910,0.35169,1043483.34783,-1.93992,3.05174
Fingerprint #8295,17,10.18360,868.72044,132.54965,40.11283,100.04280,0.28836,1407922.23529,-1.95613,3.13697
Fingerprint #8296,26,10.19260,593.99332,122.66420,25.46704,103.21092,0.33566,922367.53846,-1.81034,2.70921
Fingerprint #8297,14,10.17040,1040.79036,135.77064,42.40305,79.34733,0.24744,1708639.92857,-1.90887,2.86912
Fingerprint #8298,10,10.27450,1527.26183,108.22371,45.43019,46.30075,0.38159,2420287.40000,-1.20150,1.22929
